username,phone,email,companyName,location,industryType,experienceLevel,businessSize,businessStage,skills_,skills_Emotional Intelligence,skills_Innovation,skills_Logistics,skills_Management,skills_Marketing,skills_Networking,skills_Problem Solving,skills_Product Development,businessGoals_,businessGoals_Customer Acquisition,businessGoals_Innovation,businessGoals_Market Expansion,businessGoals_Product Launch,businessGoals_Service Development,preferredPartnerIndustry_,preferredPartnerIndustry_Agriculture,preferredPartnerIndustry_E-commerce,preferredPartnerIndustry_Finance,preferredPartnerIndustry_Healthcare,preferredPartnerIndustry_Logistics,preferredPartnerIndustry_Management,preferredPartnerIndustry_Manufacturing,preferredPartnerIndustry_Retail,preferredPartnerIndustry_Technology,preferredPartnerIndustry_Tourism,industryType_Agriculture,industryType_E-commerce,industryType_Finance,industryType_Healthcare,industryType_Logistics,industryType_Management,industryType_Manufacturing,industryType_Retail,industryType_Technology,industryType_Tourism,industryType_nan,experienceLevel_Expert,experienceLevel_Intermediate,experienceLevel_Novice,experienceLevel_nan,businessSize_Large Enterprise,businessSize_Medium Enterprise,businessSize_Micro Business,businessSize_Small Business,businessSize_Solo,businessSize_nan,location_Banglore,location_Chennai,location_Delhi,location_Goa,location_Hyderabad,location_Kolkata,location_Mumbai,location_Mysore,location_Pondicherry,location_Pune,location_nan,businessStage_Growth,businessStage_Mature,businessStage_Startup,businessStage_nan,connectionsMade,partnershipSuccessful,Cluster
Howard Watson,7641979300.0,samantha17@example.net,Klein-Daniels,Kolkata,Technology,Novice,Small Business,Startup,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4615093758765458,-1.3526486802664413,1
Leonard Reed,7251224184.0,brianmcgrath@example.org,Williams-Ray,Hyderabad,Retail,Novice,Medium Enterprise,Mature,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4608482794474888,-0.6175135279477231,0
Kristina Harrison,9791445647.0,annwalker@example.net,Mann Inc,Pondicherry,Retail,Intermediate,Small Business,Growth,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7572567074648588,1.5878919290084312,5
Joe Bradshaw,9320506665.0,rgonzalez@example.com,Morgan-Dudley,Delhi,Finance,Expert,Small Business,Startup,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05670955083205898,0.8527567766897132,4
Crystal Olsen,7276144045.0,stacy99@example.org,Oconnor and Sons,Delhi,Healthcare,Intermediate,Small Business,Growth,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05670955083205898,-1.3526486802664413,1
Gina Carpenter,9733891376.0,stevetran@example.net,Kirk Inc,Delhi,Technology,Novice,Small Business,Startup,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.27600619720479314,-0.6175135279477231,3
Kelli Young,9814370942.0,wsantos@example.net,"Davis, Smith and Ward",Mysore,Retail,Novice,Medium Enterprise,Mature,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3506041265309283,0.8527567766897132,5
Abhi,7496889753.0,abhi@coll.com,abhi industry,Banglore,Technology,Intermediate,Medium Enterprise,Growth,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.943951545596998,-0.6175135279477231,2
Arun kumar,8728561573.0,arunkumar@coll.com,David,Chennai,Healthcare,Novice,Solo,Growth,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7960778798028415,0.117621624370995,5
Imman,9379942411.0,imman@coll.com,zigzag,Delhi,Agriculture,Intermediate,Medium Enterprise,Mature,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5003305482145285,0.8527567766897132,2
Shaan Roj,9694949996.0,shaam@coll.com,dutt,Kolkata,E-commerce,Intermediate,Large Enterprise,Mature,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4978166958960279,0.8527567766897132,4
Sathish,8461026688.0,satish@coll.com,linda,Goa,Tourism,Intermediate,Large Enterprise,Mature,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2020693643077149,0.117621624370995,3
Gayathiri,8941175440.0,gayathiri@coll.com,Concat,Pune,Manufacturing,Expert,Solo,Mature,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.42639371531745024,0.117621624370995,3
Appasamy,9408781695.0,appasamy@coll.com,Appasamy,Banglore,Retail,Intermediate,Medium Enterprise,Growth,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05670955083205898,-0.6175135279477231,2
Janani,9347772726.0,janai@coll.com,retx,Hyderabad,Technology,Intermediate,Micro Business,Mature,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2766672936338501,0.8527567766897132,5
Pugazh,7463935167.0,pugazh@coll.com,Puazhh,Delhi,Agriculture,Expert,Large Enterprise,Mature,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42639371531745024,-0.6175135279477231,3
Manish,9603969919.0,manish@coll.com,Manishyy,Pondicherry,Finance,Intermediate,Medium Enterprise,Mature,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2020693643077149,0.117621624370995,2
Oviya,7729383195.0,oneplus@gmail.com,Oneplus,Banglore,Technology,Intermediate,Large Enterprise,Growth,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3506041265309283,-0.6175135279477231,2
Kavin,9463002025.0,supportnokia@gmail.com,Noika,Chennai,Technology,Expert,Medium Enterprise,Mature,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7572567074648588,-1.3526486802664413,1
Joshwa,7906804668.0,craft@gmail.com,craft,Hyderabad,Management,Intermediate,Solo,Startup,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.943951545596998,1.5878919290084312,5
Gokul,9993080859.0,ramadithiya@gmail.com,ramadthiya,Pune,Finance,Intermediate,Small Business,Growth,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.13064638372913723,1.5878919290084312,5
Hrithika,8643329401.0,weathercreators@gmail.com,weather creators,Chennai,Management,Intermediate,Solo,Growth,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6826587781387236,0.117621624370995,2
Deci,8592434866.0,devimess@gmail.com,devimess,Banglore,Agriculture,Novice,Small Business,Startup,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7202882910163197,-1.3526486802664413,1
Ramaswamy,8380829324.0,chettinad@gmail.com,Chettinad groups,Chennai,Manufacturing,Intermediate,Large Enterprise,Growth,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.27600619720479314,0.8527567766897132,2
Shiva nadar,7567587606.0,shivanadar@gmail.com,Shiv nadar,Hyderabad,Technology,Intermediate,Large Enterprise,Mature,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4959639400065843,-1.3526486802664413,3
Muthuprajin,7914573841.0,muthufinace@gmail.com,Moothfinace@gmail.com,Banglore,Finance,Novice,Medium Enterprise,Startup,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9069831291484589,0.8527567766897132,5
Kalanithi maran,7436924027.0,suntv@gmail.com,sun tv,Chennai,E-commerce,Expert,Large Enterprise,Mature,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.23903778075625404,0.117621624370995,3
Srinivasan,9321156841.0,indiacements@gmail.com,India cement,Mysore,Manufacturing,Novice,Medium Enterprise,Mature,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6456903616901845,-0.6175135279477231,3
Vignesh mukesh,9182201094.0,vigneshmedicals@gmail.com,vignesh medicals,Banglore,Healthcare,Novice,Solo,Startup,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9809199620455371,-0.6175135279477231,1
Mukesh,8655023931.0,mukeshmedicals@gmail.com,mukesh medicals,Chennai,Healthcare,Intermediate,Medium Enterprise,Startup,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13064638372913723,1.5878919290084312,5
Vignesh,8072076301.0,vigneshmediicals@yahoo.com,vigneshmedicals@gmail.com,Banglore,Healthcare,Expert,Micro Business,Startup,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.943951545596998,-1.3526486802664413,1
Malar,7357722526.0,malarretail@gmail.com,Malar retail,Banglore,Retail,Novice,Small Business,Startup,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.943951545596998,-1.3526486802664413,1
Lingess Rathinavel,8152872680.0,lingesstrade@gmail.com,Lingess trade,Pune,Manufacturing,Expert,Micro Business,Mature,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.27600619720479314,0.117621624370995,3
Rathinavel,9241450669.0,rathinavelgroups@gmail.com,Rathinavel Groups,Pondicherry,Management,Novice,Small Business,Startup,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5372989646630676,0.117621624370995,3
Lingess,9961053188.0,lingessco@gmail.com,Lingess.co,Mumbai,E-commerce,Intermediate,Medium Enterprise,Startup,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5372989646630676,-0.6175135279477231,2
Muruga Dass,8035258539.0,uniquemedical@gmail.com,Unique medical,Banglore,Healthcare,Expert,Medium Enterprise,Startup,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5372989646630676,-0.6175135279477231,3
Dass,9611098880.0,dassfurniture@gmail.com,Dass furniture,Pondicherry,Manufacturing,Expert,Small Business,Startup,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3506041265309283,-0.6175135279477231,1
Muruga,9606884964.0,murugainfo@gmail.com,Murugan informtion technology,Banglore,Technology,Intermediate,Large Enterprise,Mature,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0523429426241149,0.117621624370995,3
Murali,9973866625.0,muralitravels@gmail.com,Murali Travels,Hyderabad,Tourism,Novice,Medium Enterprise,Startup,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4633621317659894,0.8527567766897132,5
Krishnan,7106096713.0,krishnanretails@gmail.com,Krishna Retails,Mysore,Retail,Intermediate,Medium Enterprise,Mature,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.089311359072654,-1.3526486802664413,3
Rajasree,8600334905.0,rajasreetextile@gmail.com,Rajasree textile,Goa,Retail,Novice,Solo,Startup,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6826587781387236,-0.6175135279477231,3
Kamala,9896046120.0,kamalaautomobile@gmail.com,Kamala Automobile,Hyderabad,Finance,Intermediate,Large Enterprise,Growth,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.8286796880434364,-1.3526486802664413,0
Boopathi,8407870383.0,boopathi@works.com,Boopathi works,Chennai,Manufacturing,Expert,Micro Business,Mature,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.3129746136533323,0.8527567766897132,3
Thanikasalam,7899586543.0,Thanikasalamengineeringworks@gmail.com,Thanikasalam Engineering Works,Delhi,Manufacturing,Expert,Large Enterprise,Mature,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6826587781387236,0.117621624370995,3
Babu Manohar,9477855279.0,supportbabumahor@gmail.com,Tech fronters,Chennai,Logistics,Intermediate,Medium Enterprise,Startup,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.648204214008685,-0.6175135279477231,2
Agarwal,7552199715.0,agarwal@gmail.com,Agrawall trade,Mysore,Manufacturing,Expert,Medium Enterprise,Growth,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4633621317659894,0.8527567766897132,2
Sasi Kumar,9759378400.0,sasi@gmail.com,Sasi Goods,Kolkata,Manufacturing,Novice,Small Business,Mature,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.943951545596998,0.117621624370995,5
Sasi,7420094878.0,sasikumar@gmail.com,Sasi Good,Kolkata,Manufacturing,Novice,Solo,Startup,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.01722728206501927,-1.3526486802664413,3
